strategy,total_demand_veh_h,demand_ratio,metric,lower_is_better,paired_seeds,mean_paired_delta,sample_stddev,standard_error,t_critical_95,ci_95_low,ci_95_high,interpretation
cooperative_limited,1000,1:1,throughput_veh_h,False,5,-2.3999999999999546,11.52388823271034,5.153639490690047,2.776,-16.706503226155526,11.906503226155616,uncertain
cooperative_limited,1000,1:1,total_time_spent_s,True,5,3141.8,8444.27206454174,3776.393271363564,2.776,-7341.467721305254,13625.067721305255,uncertain
cooperative_limited,1000,1:1,unfinished_vehicles,True,5,1.2,5.761944116355173,2.576819745345025,2.776,-5.953251613077788,8.353251613077788,uncertain
cooperative_limited,1000,1:2,insertion_wait_time_s,True,5,605.6,11144.183204703699,4983.830239885785,2.776,-13229.512745922937,14440.712745922938,uncertain
cooperative_limited,1000,1:2,network_time_spent_s,True,5,169.6,347.110645183924,155.2325996690128,2.776,-261.3256966811796,600.5256966811795,uncertain
cooperative_limited,1000,1:2,throughput_veh_h,False,5,-2.799999999999977,11.366617790706249,5.083306010855529,2.776,-16.911257486134925,11.31125748613497,uncertain
cooperative_limited,1000,1:2,total_time_spent_s,True,5,775.2,11467.296355287937,5128.3308337118815,2.776,-13461.04639438418,15011.446394384182,uncertain
cooperative_limited,1000,1:2,unfinished_vehicles,True,5,1.4,5.683308895353129,2.541653005427767,2.776,-5.65562874306748,8.45562874306748,uncertain
cooperative_limited,1000,1:3,insertion_wait_time_s,True,5,-9017.0,9555.682053103274,4273.430928422735,2.776,-20880.04425730151,2846.0442573015116,uncertain
cooperative_limited,1000,1:3,network_time_spent_s,True,5,-208.0,343.1195127065787,153.44771096370255,2.776,-633.9708456352382,217.97084563523822,uncertain
cooperative_limited,1000,1:3,throughput_veh_h,False,5,15.199999999999978,19.318385025669183,8.639444426582063,2.776,-8.783097728191827,39.18309772819178,uncertain
cooperative_limited,1000,1:3,total_time_spent_s,True,5,-9225.0,9874.89463234925,4416.187133716143,2.776,-21484.33548319601,3034.3354831960114,uncertain
cooperative_limited,1000,1:3,unfinished_vehicles,True,5,-7.6,9.6591925128346,4.319722213291035,2.776,-19.591548864095913,4.391548864095913,uncertain
cooperative_limited,1000,1:4,insertion_wait_time_s,True,5,73383.2,15317.290514317472,6850.100564225317,2.776,54367.32083371052,92399.07916628948,worsens
cooperative_limited,1000,1:4,network_time_spent_s,True,5,6781.6,1333.739592274294,596.4664785216349,2.776,5125.809055623942,8437.390944376059,worsens
cooperative_limited,1000,1:4,throughput_veh_h,False,5,-77.19999999999997,22.609732417700112,10.111379727811624,2.776,-105.26919012440504,-49.130809875594906,worsens
cooperative_limited,1000,1:4,total_time_spent_s,True,5,80164.8,16466.014657469488,7363.825618521938,2.776,59722.820082983104,100606.7799170169,worsens
cooperative_limited,1000,1:4,unfinished_vehicles,True,5,38.6,11.304866208850063,5.0556898639058145,2.776,24.56540493779746,52.63459506220254,worsens
cooperative_limited,1000,1:5,insertion_wait_time_s,True,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
cooperative_limited,1000,1:5,network_time_spent_s,True,5,572.4,551.4819126680403,246.6302090174681,2.776,-112.24546023249138,1257.0454602324912,uncertain
cooperative_limited,1000,1:5,throughput_veh_h,False,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
cooperative_limited,1000,1:5,total_time_spent_s,True,5,572.4,551.4819126680403,246.6302090174681,2.776,-112.24546023249138,1257.0454602324912,uncertain
cooperative_limited,1000,1:5,unfinished_vehicles,True,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
cooperative_limited,1200,1:1,insertion_wait_time_s,True,5,4450.0,6863.713462842108,3069.545976199086,2.776,-4071.0596299286626,12971.059629928663,uncertain
cooperative_limited,1200,1:1,network_time_spent_s,True,5,325.6,287.6287537781993,128.63148914632063,2.776,-31.48101387018602,682.681013870186,uncertain
cooperative_limited,1200,1:1,throughput_veh_h,False,5,-6.0,10.583005244258363,4.732863826479693,2.776,-19.138429982307628,7.138429982307626,uncertain
cooperative_limited,1200,1:1,total_time_spent_s,True,5,4775.6,7122.473959236355,3185.2671881649107,2.776,-4066.7017143457906,13617.901714345791,uncertain
cooperative_limited,1200,1:1,unfinished_vehicles,True,5,3.0,5.291502622129181,2.3664319132398464,2.776,-3.569214991153813,9.569214991153814,uncertain
cooperative_limited,1200,1:2,insertion_wait_time_s,True,5,-2887.0,9672.364679849494,4325.612985462291,2.776,-14894.90164764332,9120.90164764332,uncertain
cooperative_limited,1200,1:2,network_time_spent_s,True,5,104.0,187.12562625145708,83.68512412609543,2.776,-128.3099045740409,336.3099045740409,uncertain
cooperative_limited,1200,1:2,throughput_veh_h,False,5,5.2,15.974980438172786,7.144228439796745,2.776,-14.632378148875762,25.03237814887576,uncertain
cooperative_limited,1200,1:2,total_time_spent_s,True,5,-2783.0,9828.002492877176,4395.216331422152,2.776,-14984.120536027893,9418.120536027893,uncertain
cooperative_limited,1200,1:2,unfinished_vehicles,True,5,-2.6,7.987490219086343,3.57211421989835,2.776,-12.516189074437818,7.316189074437819,uncertain
cooperative_limited,1200,1:3,insertion_wait_time_s,True,5,-4220.4,10058.060141001346,4498.101239412025,2.776,-16707.129040607782,8266.329040607781,uncertain
cooperative_limited,1200,1:3,network_time_spent_s,True,5,131.4,105.19648283093879,47.04529732077373,2.776,0.802254637532144,261.99774536246787,worsens
cooperative_limited,1200,1:3,throughput_veh_h,False,5,2.7999999999999545,12.69645619848311,5.678027826631359,2.776,-12.962205246728697,18.562205246728606,uncertain
cooperative_limited,1200,1:3,total_time_spent_s,True,5,-4089.0,10148.985269473988,4538.764193037571,2.776,-16688.609399872297,8510.609399872297,uncertain
cooperative_limited,1200,1:3,unfinished_vehicles,True,5,-1.4,6.348228099241552,2.8390139133156778,2.776,-9.28110262336432,6.481102623364322,uncertain
cooperative_limited,1200,1:4,insertion_wait_time_s,True,5,4923.0,13178.987593893546,5893.822426914472,2.776,-11438.251057114574,21284.251057114576,uncertain
cooperative_limited,1200,1:4,network_time_spent_s,True,5,336.8,171.90753328461204,76.87938605374005,2.776,123.38282431481764,550.2171756851824,worsens
cooperative_limited,1200,1:4,throughput_veh_h,False,5,-7.2,18.471599822430168,8.26075057122538,2.776,-30.13184358572165,15.731843585721652,uncertain
cooperative_limited,1200,1:4,total_time_spent_s,True,5,5259.8,13336.830515531043,5964.411927424195,2.776,-11297.407510529563,21817.007510529562,uncertain
cooperative_limited,1200,1:4,unfinished_vehicles,True,5,3.6,9.235799911215054,4.1303752856126765,2.776,-7.865921792860789,15.065921792860788,uncertain
cooperative_limited,1200,1:5,insertion_wait_time_s,True,5,81081.6,16681.794441845876,7460.325271729108,2.776,60371.737045680005,101791.46295432001,worsens
cooperative_limited,1200,1:5,network_time_spent_s,True,5,1859.0,529.7556040288767,236.91390841400596,2.776,1201.3269902427196,2516.6730097572804,worsens
cooperative_limited,1200,1:5,throughput_veh_h,False,5,-113.99999999999997,19.899748742132413,8.899438184514802,2.776,-138.70484040021307,-89.29515959978688,worsens
cooperative_limited,1200,1:5,total_time_spent_s,True,5,82940.6,17036.223416590896,7618.830727874192,2.776,61790.725899421246,104090.47410057877,worsens
cooperative_limited,1200,1:5,unfinished_vehicles,True,5,57.0,9.9498743710662,4.449719092257397,2.776,44.647579799893464,69.35242020010654,worsens
ramp_fixed_4s,800,1:1,insertion_wait_time_s,True,5,12521.4,4440.487281819418,1985.846283074297,2.776,7008.690718185751,18034.10928181425,worsens
ramp_fixed_4s,800,1:1,network_time_spent_s,True,5,9848.8,1163.404143021676,520.290149820271,2.776,8404.474544098926,11293.125455901072,worsens
ramp_fixed_4s,800,1:1,throughput_veh_h,False,5,-40.8,4.147288270665544,1.8547236990991405,2.776,-45.948712988699214,-35.65128701130078,worsens
ramp_fixed_4s,800,1:1,total_time_spent_s,True,5,22370.2,5366.2505252736755,2399.860191761178,2.776,15708.18810767097,29032.211892329033,worsens
ramp_fixed_4s,800,1:1,unfinished_vehicles,True,5,20.4,2.073644135332772,0.9273618495495702,2.776,17.82564350565039,22.974356494349607,worsens
ramp_fixed_4s,800,1:2,insertion_wait_time_s,True,5,4022.6,12629.834670335158,5648.233773490611,2.776,-11656.896955209935,19702.096955209934,uncertain
ramp_fixed_4s,800,1:2,network_time_spent_s,True,5,4167.4,3333.1748078971195,1490.6410902695523,2.776,29.38033341172286,8305.419666588277,worsens
ramp_fixed_4s,800,1:2,throughput_veh_h,False,5,-68.8,22.297981971469973,9.971960689854326,2.776,-96.4821628750356,-41.117837124964396,worsens
ramp_fixed_4s,800,1:2,total_time_spent_s,True,5,8190.0,15803.165046913862,7067.390260909609,2.776,-11429.075364285076,27809.075364285076,uncertain
ramp_fixed_4s,800,1:2,unfinished_vehicles,True,5,34.4,11.148990985734986,4.985980344927163,2.776,20.558918562482198,48.2410814375178,worsens
ramp_fixed_4s,800,1:3,insertion_wait_time_s,True,5,-1163.2,9200.261474545166,4114.482013571089,2.776,-12585.002069673343,10258.602069673341,uncertain
ramp_fixed_4s,800,1:3,network_time_spent_s,True,5,1307.0,5195.528606407629,2323.5110285944415,2.776,-5143.066615378169,7757.066615378169,uncertain
ramp_fixed_4s,800,1:3,throughput_veh_h,False,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_4s,800,1:3,total_time_spent_s,True,5,143.8,14262.87980037692,6378.553757710285,2.776,-17563.06523140375,17850.66523140375,uncertain
ramp_fixed_4s,800,1:3,unfinished_vehicles,True,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_4s,800,1:4,insertion_wait_time_s,True,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_4s,800,1:4,network_time_spent_s,True,5,2887.8,118.99873948912231,53.21785414689322,2.776,2740.0672368882247,3035.5327631117757,worsens
ramp_fixed_4s,800,1:4,throughput_veh_h,False,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_4s,800,1:4,total_time_spent_s,True,5,2887.8,118.99873948912231,53.21785414689322,2.776,2740.0672368882247,3035.5327631117757,worsens
ramp_fixed_4s,800,1:4,unfinished_vehicles,True,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_4s,800,1:5,insertion_wait_time_s,True,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_4s,800,1:5,network_time_spent_s,True,5,2835.8,74.15321975477532,33.16232802443158,2.776,2743.741377404178,2927.8586225958225,worsens
ramp_fixed_4s,800,1:5,throughput_veh_h,False,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_4s,800,1:5,total_time_spent_s,True,5,2835.8,74.15321975477532,33.16232802443158,2.776,2743.741377404178,2927.8586225958225,worsens
ramp_fixed_4s,800,1:5,unfinished_vehicles,True,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_4s,1000,1:1,insertion_wait_time_s,True,5,24133.0,4787.390050956784,2140.98591774911,2.776,18189.62309232847,30076.37690767153,worsens
ramp_fixed_4s,1000,1:1,network_time_spent_s,True,5,2021.2,1137.6913904921669,508.7910573113486,2.776,608.7960249036964,3433.6039750963037,worsens
ramp_fixed_4s,1000,1:1,throughput_veh_h,False,5,-168.39999999999998,7.668115805072334,3.4292856398964533,2.776,-177.91969693635252,-158.88030306364743,worsens
ramp_fixed_4s,1000,1:1,total_time_spent_s,True,5,26154.2,5776.60996606141,2583.378512723213,2.776,18982.741248680362,33325.65875131964,worsens
ramp_fixed_4s,1000,1:1,unfinished_vehicles,True,5,84.2,3.8340579025361627,1.7146428199482247,2.776,79.44015153182373,88.95984846817628,worsens
ramp_fixed_4s,1000,1:2,insertion_wait_time_s,True,5,23954.4,6626.021189220572,2963.246759890239,2.776,15728.4269945447,32180.3730054553,worsens
ramp_fixed_4s,1000,1:2,network_time_spent_s,True,5,-1163.2,960.1344697488993,429.38518837985083,2.776,-2355.173282942466,28.773282942465812,uncertain
ramp_fixed_4s,1000,1:2,throughput_veh_h,False,5,-168.39999999999995,8.648699324175825,3.8678159211627268,2.776,-179.13705699714768,-157.66294300285222,worsens
ramp_fixed_4s,1000,1:2,total_time_spent_s,True,5,22791.2,7497.507632540296,3352.987345636723,2.776,13483.307128512459,32099.09287148754,worsens
ramp_fixed_4s,1000,1:2,unfinished_vehicles,True,5,84.2,4.324349662087931,1.9339079605813716,2.776,78.83147150142611,89.5685284985739,worsens
ramp_fixed_4s,1000,1:3,insertion_wait_time_s,True,5,23008.0,11951.423931900332,5344.839267929392,2.776,8170.726192228009,37845.27380777199,worsens
ramp_fixed_4s,1000,1:3,network_time_spent_s,True,5,-1328.0,1045.7210431085339,467.66066757853395,2.776,-2626.22601319801,-29.77398680198985,improves
ramp_fixed_4s,1000,1:3,throughput_veh_h,False,5,-162.4,12.992305415129373,5.81033561853358,2.776,-178.52949167704924,-146.27050832295077,worsens
ramp_fixed_4s,1000,1:3,total_time_spent_s,True,5,21680.0,12968.604608823573,5799.736295729315,2.776,5579.932043055422,37780.06795694458,worsens
ramp_fixed_4s,1000,1:3,unfinished_vehicles,True,5,81.2,6.496152707564686,2.90516780926679,2.776,73.13525416147539,89.26474583852462,worsens
ramp_fixed_4s,1000,1:4,insertion_wait_time_s,True,5,36828.0,14300.620406122247,6395.431869701998,2.776,19074.281129707255,54581.718870292745,worsens
ramp_fixed_4s,1000,1:4,network_time_spent_s,True,5,3314.2,1392.0033045937787,622.5228027952069,2.776,1586.0766994405058,5042.323300559494,worsens
ramp_fixed_4s,1000,1:4,throughput_veh_h,False,5,-158.8,14.805404418657398,6.6211781428987395,2.776,-177.1803905246869,-140.4196094753131,worsens
ramp_fixed_4s,1000,1:4,total_time_spent_s,True,5,40142.2,15561.079499829053,6959.126312979238,2.776,20823.665355169633,59460.73464483036,worsens
ramp_fixed_4s,1000,1:4,unfinished_vehicles,True,5,79.4,7.402702209328699,3.3105890714493698,2.776,70.20980473765655,88.59019526234346,worsens
ramp_fixed_4s,1000,1:5,insertion_wait_time_s,True,5,10655.2,3661.5522254912603,1637.4959358728192,2.776,6109.511282017055,15200.888717982947,worsens
ramp_fixed_4s,1000,1:5,network_time_spent_s,True,5,45860.6,2903.8903732751346,1298.659254770088,2.776,42255.52190875824,49465.67809124176,worsens
ramp_fixed_4s,1000,1:5,throughput_veh_h,False,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_4s,1000,1:5,total_time_spent_s,True,5,56515.8,6452.6722913844,2885.7227760129695,2.776,48505.033573788,64526.566426212004,worsens
ramp_fixed_4s,1000,1:5,unfinished_vehicles,True,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_4s,1200,1:1,insertion_wait_time_s,True,5,22933.0,1977.372119758949,884.307695318773,2.776,20478.161837795087,25387.838162204913,worsens
ramp_fixed_4s,1200,1:1,network_time_spent_s,True,5,-1229.2,336.80513654040374,150.62383609508822,2.776,-1647.3317689999649,-811.0682310000352,improves
ramp_fixed_4s,1200,1:1,throughput_veh_h,False,5,-164.79999999999995,5.403702434442506,2.416609194718909,2.776,-171.50850712453965,-158.09149287546026,worsens
ramp_fixed_4s,1200,1:1,total_time_spent_s,True,5,21703.8,2085.0090407477855,932.4443897627355,2.776,19115.334374018646,24292.265625981352,worsens
ramp_fixed_4s,1200,1:1,unfinished_vehicles,True,5,82.4,2.701851217221259,1.208304597359457,2.776,79.04574643773016,85.75425356226985,worsens
ramp_fixed_4s,1200,1:2,insertion_wait_time_s,True,5,23358.4,2702.384003061001,1208.5428664304795,2.776,20003.48500278899,26713.31499721101,worsens
ramp_fixed_4s,1200,1:2,network_time_spent_s,True,5,-1237.8,300.6621027000244,134.4601799790555,2.776,-1611.061459621858,-864.5385403781419,improves
ramp_fixed_4s,1200,1:2,throughput_veh_h,False,5,-166.79999999999998,1.095445115010301,0.48989794855662167,2.776,-168.15995670519317,-165.4400432948068,worsens
ramp_fixed_4s,1200,1:2,total_time_spent_s,True,5,22120.6,2637.629484973202,1179.583765571568,2.776,18846.075466773327,25395.12453322667,worsens
ramp_fixed_4s,1200,1:2,unfinished_vehicles,True,5,83.4,0.5477225575051661,0.24494897427831777,2.776,82.7200216474034,84.07997835259661,worsens
ramp_fixed_4s,1200,1:3,insertion_wait_time_s,True,5,21019.0,5839.35343167375,2611.4382435738353,2.776,13769.647435839033,28268.352564160967,worsens
ramp_fixed_4s,1200,1:3,network_time_spent_s,True,5,-1682.8,422.22884790123,188.82648119371393,2.776,-2206.98231179375,-1158.61768820625,improves
ramp_fixed_4s,1200,1:3,throughput_veh_h,False,5,-170.8,7.694153624668538,3.4409301068170506,2.776,-180.35202197652416,-161.24797802347587,worsens
ramp_fixed_4s,1200,1:3,total_time_spent_s,True,5,19336.2,6247.919029564964,2794.1543336043555,2.776,11579.627569914312,27092.77243008569,worsens
ramp_fixed_4s,1200,1:3,unfinished_vehicles,True,5,85.4,3.847076812334269,1.7204650534085253,2.776,80.62398901173793,90.17601098826208,worsens
ramp_fixed_4s,1200,1:4,insertion_wait_time_s,True,5,24558.8,6537.550971120608,2923.6816755590885,2.776,16442.65966864797,32674.940331352027,worsens
ramp_fixed_4s,1200,1:4,network_time_spent_s,True,5,-1792.6,280.40649065240984,125.40159488618954,2.776,-2140.714827404062,-1444.4851725959377,improves
ramp_fixed_4s,1200,1:4,throughput_veh_h,False,5,-173.20000000000002,5.761944116355178,2.576819745345027,2.776,-180.35325161307782,-166.04674838692222,worsens
ramp_fixed_4s,1200,1:4,total_time_spent_s,True,5,22766.2,6629.545814005663,2964.8230200131675,2.776,14535.851296443449,30996.548703556553,worsens
ramp_fixed_4s,1200,1:4,unfinished_vehicles,True,5,86.6,2.8809720581775866,1.2884098726725124,2.776,83.0233741934611,90.1766258065389,worsens
ramp_fixed_4s,1200,1:5,insertion_wait_time_s,True,5,26558.6,11133.601991269492,4979.098177381121,2.776,12736.623459590008,40380.57654040999,worsens
ramp_fixed_4s,1200,1:5,network_time_spent_s,True,5,-2380.0,401.50653792933434,179.55918244411785,2.776,-2878.456290464871,-1881.543709535129,improves
ramp_fixed_4s,1200,1:5,throughput_veh_h,False,5,-171.99999999999997,13.49073756323203,6.033241251599336,2.776,-188.74827771443972,-155.25172228556022,worsens
ramp_fixed_4s,1200,1:5,total_time_spent_s,True,5,24178.6,11474.369865051414,5131.49420344601,2.776,9933.572091233877,38423.627908766124,worsens
ramp_fixed_4s,1200,1:5,unfinished_vehicles,True,5,86.0,6.745368781616021,3.0166206257996713,2.776,77.62586114278011,94.37413885721989,worsens
ramp_fixed_6s,800,1:1,insertion_wait_time_s,True,5,18062.8,5026.505267081693,2247.9214932910804,2.776,11822.56993462396,24303.03006537604,worsens
ramp_fixed_6s,800,1:1,network_time_spent_s,True,5,11054.0,1226.5504473930127,548.5300356407112,2.776,9531.280621061385,12576.719378938615,worsens
ramp_fixed_6s,800,1:1,throughput_veh_h,False,5,-86.0,3.1622776601683795,1.4142135623730951,2.776,-89.9258568491477,-82.0741431508523,worsens
ramp_fixed_6s,800,1:1,total_time_spent_s,True,5,29116.8,5973.155422387735,2671.276312926089,2.776,21701.336955317176,36532.26304468282,worsens
ramp_fixed_6s,800,1:1,unfinished_vehicles,True,5,43.0,1.5811388300841898,0.7071067811865476,2.776,41.03707157542615,44.96292842457385,worsens
ramp_fixed_6s,800,1:2,insertion_wait_time_s,True,5,10833.6,14344.542247837677,6415.074314456536,2.776,-6974.646296931342,28641.84629693134,uncertain
ramp_fixed_6s,800,1:2,network_time_spent_s,True,5,4358.0,3023.6970747745218,1352.238440512619,2.776,604.1860891369697,8111.81391086303,worsens
ramp_fixed_6s,800,1:2,throughput_veh_h,False,5,-111.6,23.596609926004202,10.552724766618335,2.776,-140.8943639521325,-82.3056360478675,worsens
ramp_fixed_6s,800,1:2,total_time_spent_s,True,5,15191.6,17143.007489935946,7666.586017256963,2.776,-6090.842783905327,36474.04278390533,uncertain
ramp_fixed_6s,800,1:2,unfinished_vehicles,True,5,55.8,11.798304963002101,5.276362383309167,2.776,41.15281802393375,70.44718197606625,worsens
ramp_fixed_6s,800,1:3,insertion_wait_time_s,True,5,4095.4,3778.4617637340198,1689.7794708186034,2.776,-595.4278109924421,8786.227810992443,uncertain
ramp_fixed_6s,800,1:3,network_time_spent_s,True,5,8526.6,2437.6799010534587,1090.163593228099,2.776,5500.305865198798,11552.894134801203,worsens
ramp_fixed_6s,800,1:3,throughput_veh_h,False,5,-1.2,2.6832815729997477,1.2,2.776,-4.531199999999999,2.1311999999999998,uncertain
ramp_fixed_6s,800,1:3,total_time_spent_s,True,5,12622.0,5970.320803775958,2670.008632944845,2.776,5210.056034945111,20033.94396505489,worsens
ramp_fixed_6s,800,1:3,unfinished_vehicles,True,5,0.6,1.3416407864998738,0.6,2.776,-1.0655999999999999,2.2655999999999996,uncertain
ramp_fixed_6s,800,1:4,insertion_wait_time_s,True,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_6s,800,1:4,network_time_spent_s,True,5,22326.0,353.9752816228839,158.3025584126801,2.776,21886.5520978464,22765.4479021536,worsens
ramp_fixed_6s,800,1:4,throughput_veh_h,False,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_6s,800,1:4,total_time_spent_s,True,5,22326.0,353.9752816228839,158.3025584126801,2.776,21886.5520978464,22765.4479021536,worsens
ramp_fixed_6s,800,1:4,unfinished_vehicles,True,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_6s,800,1:5,insertion_wait_time_s,True,5,217.0,72.62919523166975,32.48076353782343,2.776,126.83340041900217,307.16659958099785,worsens
ramp_fixed_6s,800,1:5,network_time_spent_s,True,5,36563.2,689.9468820133909,308.5536258091938,2.776,35706.65513475367,37419.74486524632,worsens
ramp_fixed_6s,800,1:5,throughput_veh_h,False,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_6s,800,1:5,total_time_spent_s,True,5,36780.2,760.2510769476095,339.9946176044556,2.776,35836.374941530026,37724.02505846997,worsens
ramp_fixed_6s,800,1:5,unfinished_vehicles,True,5,0.0,0.0,0.0,2.776,0.0,0.0,uncertain
ramp_fixed_6s,1000,1:1,insertion_wait_time_s,True,5,28888.4,4741.960280306025,2120.6691066736457,2.776,23001.42255987396,34775.377440126045,worsens
ramp_fixed_6s,1000,1:1,network_time_spent_s,True,5,1873.0,1117.1622532112335,499.6101480154301,2.776,486.08222910916606,3259.9177708908337,worsens
ramp_fixed_6s,1000,1:1,throughput_veh_h,False,5,-204.39999999999998,6.228964600959004,2.7856776554368365,2.776,-212.13304117149264,-196.66695882850732,worsens
ramp_fixed_6s,1000,1:1,total_time_spent_s,True,5,30761.4,5722.249758617671,2559.067888900175,2.776,23657.427540413115,37865.372459586884,worsens
ramp_fixed_6s,1000,1:1,unfinished_vehicles,True,5,102.2,3.1144823004794873,1.3928388277184118,2.776,98.33347941425369,106.06652058574632,worsens
ramp_fixed_6s,1000,1:2,insertion_wait_time_s,True,5,27342.0,6536.359766720311,2923.1489527562567,2.776,19227.338507148634,35456.661492851366,worsens
ramp_fixed_6s,1000,1:2,network_time_spent_s,True,5,-1349.0,953.1196147388847,426.2480498489113,2.776,-2532.2645863805774,-165.7354136194224,improves
ramp_fixed_6s,1000,1:2,throughput_veh_h,False,5,-204.79999999999995,7.155417527999278,3.199999999999978,2.776,-213.68319999999989,-195.91680000000002,worsens
ramp_fixed_6s,1000,1:2,total_time_spent_s,True,5,25993.0,7413.466834079721,3315.403157988482,2.776,16789.440833423978,35196.55916657602,worsens
ramp_fixed_6s,1000,1:2,unfinished_vehicles,True,5,102.4,3.5777087639996634,1.5999999999999999,2.776,97.95840000000001,106.8416,worsens
ramp_fixed_6s,1000,1:3,insertion_wait_time_s,True,5,22334.2,16337.670219465197,7306.428240939617,2.776,2051.5552031516236,42616.84479684838,worsens
ramp_fixed_6s,1000,1:3,network_time_spent_s,True,5,-2097.8,1396.6836434926845,624.6159139823449,2.776,-3831.7337772149895,-363.8662227850109,improves
ramp_fixed_6s,1000,1:3,throughput_veh_h,False,5,-197.2,19.21457779916072,8.593020423576332,2.776,-221.0542246958479,-173.34577530415208,worsens
